tempmax,tempmin,dew,preciptype,windspeed,winddir,pressure,cloudcover,visibility,uvindex,sunrise,sunset,moonphase,month,label
95.0,80.5,75.8,1.0,11.4,151.8,1008.6,54.3,6.5,8.0,20240.0,66006.0,0.04,7.0,rain
95.0,78.8,76.4,1.0,13.9,129.7,1008.6,53.0,6.3,4.0,20255.0,66006.0,0.08,7.0,rain
93.2,77.0,76.0,1.0,9.2,121.5,1007.6,58.7,6.0,5.0,20270.0,66005.0,0.11,7.0,rain
91.4,77.0,77.0,1.0,9.2,192.0,1007.0,58.9,5.9,7.0,20285.0,66003.0,0.15,7.0,rain
89.6,77.0,76.7,1.0,13.0,267.1,1008.1,76.5,5.4,5.0,20300.0,66001.0,0.18,7.0,rain
93.2,75.3,75.4,1.0,11.4,285.8,1009.4,51.8,6.3,7.0,20314.0,65998.0,0.22,7.0,rain
91.4,78.8,76.1,1.0,15.0,275.0,1007.4,50.5,6.5,7.0,20329.0,65994.0,0.25,7.0,rain
91.4,78.6,76.6,1.0,21.9,267.0,1006.3,67.1,6.2,5.0,20343.0,65989.0,0.29,7.0,rain
91.3,72.0,74.3,1.0,22.0,277.5,1007.6,79.5,5.7,4.0,20356.0,65984.0,0.33,7.0,rain
91.4,76.8,75.0,1.0,15.0,261.0,1008.7,54.2,6.2,9.0,20370.0,65977.0,0.36,7.0,rain
87.8,78.7,76.7,1.0,19.7,250.4,1008.1,69.7,6.1,7.0,20383.0,65970.0,0.4,7.0,rain
89.6,73.4,76.9,1.0,15.6,244.0,1007.7,68.5,6.0,6.0,20396.0,65962.0,0.43,7.0,rain
91.4,80.5,78.5,1.0,19.7,257.2,1006.6,68.8,6.3,8.0,20421.0,65943.0,0.5,7.0,rain
89.6,75.1,76.7,1.0,18.7,253.9,1007.6,71.4,6.0,7.0,20433.0,65932.0,0.54,7.0,rain
91.4,78.7,77.2,1.0,19.7,253.2,1006.7,58.5,6.4,8.0,20445.0,65921.0,0.57,7.0,rain
89.6,76.9,78.0,1.0,17.2,247.8,1006.9,76.4,5.6,6.0,20478.0,65881.0,0.66,7.0,rain
89.6,76.9,77.7,1.0,15.0,253.1,1007.8,69.5,6.3,7.0,20488.0,65866.0,0.7,7.0,rain
91.5,78.8,78.2,1.0,15.2,253.1,1007.7,58.7,6.5,8.0,20498.0,65851.0,0.75,7.0,rain
93.2,78.8,77.9,1.0,18.3,252.8,1006.4,66.4,6.2,9.0,20508.0,65834.0,0.76,8.0,rain
89.4,78.8,78.3,1.0,18.3,250.7,1006.9,65.3,6.5,5.0,20517.0,65817.0,0.79,8.0,rain
89.8,80.5,77.8,1.0,20.9,251.2,1007.7,57.3,6.5,5.0,20525.0,65799.0,0.83,8.0,rain
91.4,80.6,78.1,1.0,20.8,253.2,1008.2,55.7,6.4,5.0,20534.0,65780.0,0.86,8.0,rain
91.4,80.6,78.4,1.0,19.7,243.3,1008.1,52.7,6.5,6.0,20542.0,65760.0,0.89,8.0,rain
91.4,80.6,77.9,1.0,16.9,250.7,1008.3,53.1,6.5,7.0,20549.0,65740.0,0.92,8.0,rain
93.2,80.5,77.9,0.0,15.0,257.2,1008.7,60.2,6.2,7.0,20556.0,65718.0,0.96,8.0,partly-cloudy-day
93.2,80.6,79.0,1.0,13.9,251.8,1008.3,49.9,6.1,6.0,20563.0,65696.0,0.0,8.0,rain
93.2,80.6,78.3,1.0,12.8,252.2,1007.2,63.5,6.5,5.0,20569.0,65673.0,0.02,8.0,rain
95.0,78.8,78.2,1.0,15.0,219.3,1006.9,68.4,6.0,5.0,20575.0,65650.0,0.06,8.0,rain
89.4,78.8,77.7,1.0,13.0,208.1,1009.3,64.3,6.2,5.0,20580.0,65626.0,0.09,8.0,rain
87.8,77.0,77.1,1.0,16.1,243.8,1010.8,57.2,5.9,7.0,20585.0,65601.0,0.13,8.0,rain
93.0,78.8,77.2,1.0,11.4,255.5,1009.1,69.8,6.1,7.0,20590.0,65575.0,0.17,8.0,rain
91.4,78.7,77.1,1.0,11.4,250.5,1007.8,65.0,6.4,5.0,20594.0,65549.0,0.2,8.0,rain
87.8,78.8,76.8,1.0,5.8,288.7,1010.0,66.3,6.4,6.0,20598.0,65521.0,0.25,8.0,rain
95.0,77.0,75.6,1.0,10.3,317.6,1011.6,50.9,5.4,8.0,20601.0,65494.0,0.27,8.0,rain
93.2,73.4,75.9,1.0,15.0,101.2,1010.6,56.2,5.3,8.0,20604.0,65465.0,0.31,8.0,rain
93.2,74.3,75.6,1.0,8.1,306.4,1008.8,63.8,5.7,8.0,20607.0,65436.0,0.35,8.0,rain
95.0,75.2,74.7,1.0,8.7,274.1,1008.2,63.7,5.8,5.0,20609.0,65407.0,0.38,8.0,rain
91.3,75.2,76.5,1.0,15.0,190.0,1009.1,72.7,5.4,6.0,20611.0,65377.0,0.42,8.0,rain
93.2,73.4,76.3,1.0,5.5,230.3,1009.2,57.7,5.2,9.0,20612.0,65346.0,0.45,8.0,rain
93.2,78.7,77.2,1.0,13.9,237.3,1008.3,60.0,6.2,5.0,20613.0,65314.0,0.5,8.0,rain
89.6,77.0,77.6,1.0,12.0,252.6,1007.9,73.2,6.0,6.0,20614.0,65283.0,0.52,8.0,rain
88.0,75.2,77.3,1.0,18.3,222.7,1007.2,76.8,5.6,5.0,20615.0,65250.0,0.55,8.0,rain
87.9,77.0,76.8,1.0,15.0,242.8,1007.4,73.1,5.9,5.0,20615.0,65217.0,0.59,8.0,rain
87.8,77.0,76.5,1.0,13.9,216.9,1008.0,74.9,6.0,6.0,20615.0,65184.0,0.62,8.0,rain
91.5,77.0,76.4,1.0,9.5,273.7,1007.6,60.7,6.1,8.0,20614.0,65150.0,0.65,8.0,rain
89.6,75.2,76.8,1.0,10.3,72.3,1007.6,73.3,5.3,6.0,20614.0,65116.0,0.68,8.0,rain
89.6,75.2,76.1,1.0,9.2,305.3,1007.4,65.1,5.6,5.0,20613.0,65081.0,0.72,8.0,rain
91.4,73.9,76.5,1.0,12.8,223.6,1008.2,67.5,5.9,5.0,20611.0,65046.0,0.75,8.0,rain
92.7,77.0,77.0,1.0,10.3,216.8,1008.8,71.5,5.8,6.0,20610.0,65010.0,0.78,8.0,rain
91.4,77.2,76.7,1.0,9.2,199.1,1008.4,55.6,6.1,6.0,20608.0,64974.0,0.81,9.0,rain
87.8,77.0,76.6,1.0,12.8,212.0,1008.2,57.3,6.6,6.0,20606.0,64938.0,0.84,9.0,rain
89.6,77.0,76.7,1.0,13.9,279.4,1007.5,66.9,6.2,5.0,20604.0,64901.0,0.88,9.0,rain
87.8,77.0,76.8,1.0,15.0,252.1,1008.3,79.6,6.2,6.0,20601.0,64864.0,0.91,9.0,rain
89.6,75.2,75.6,1.0,10.3,308.5,1008.8,71.4,6.1,5.0,20599.0,64827.0,0.94,9.0,rain
89.6,75.2,75.3,1.0,11.4,281.8,1008.9,55.7,6.3,7.0,20596.0,64789.0,0.97,9.0,rain
91.4,77.0,76.6,1.0,13.9,274.1,1007.8,58.5,6.1,6.0,20593.0,64752.0,0.0,9.0,rain
89.6,78.7,77.1,1.0,13.9,228.2,1006.5,58.6,6.3,6.0,20590.0,64714.0,0.04,9.0,rain
86.2,77.0,77.7,1.0,15.0,248.2,1008.2,74.7,6.1,3.0,20583.0,64637.0,0.11,9.0,rain
89.6,78.8,76.8,1.0,19.7,277.4,1006.8,64.0,6.3,3.0,20580.0,64598.0,0.15,9.0,rain
87.8,75.2,76.7,1.0,19.7,266.4,1004.7,68.6,6.0,8.0,20576.0,64560.0,0.19,9.0,rain
89.7,77.0,77.6,1.0,12.0,262.6,1005.7,65.3,6.0,5.0,20573.0,64521.0,0.22,9.0,rain
86.0,75.2,78.2,1.0,15.0,231.2,1008.1,71.5,5.5,4.0,20569.0,64482.0,0.25,9.0,rain
87.8,76.9,76.2,1.0,11.4,202.6,1010.0,72.8,6.3,5.0,20566.0,64443.0,0.29,9.0,rain
89.6,77.0,77.6,1.0,6.9,232.6,1009.6,62.0,5.9,5.0,20562.0,64404.0,0.33,9.0,rain
91.4,77.0,76.3,1.0,12.8,199.0,1009.1,65.2,5.9,7.0,20558.0,64364.0,0.36,9.0,rain
92.9,77.0,76.0,1.0,8.1,158.5,1008.6,56.1,6.0,7.0,20555.0,64325.0,0.4,9.0,rain
86.0,75.2,76.5,1.0,8.1,276.5,1008.5,79.4,5.2,2.0,20551.0,64286.0,0.44,9.0,rain
89.6,75.2,75.3,1.0,16.2,249.9,1008.4,71.7,6.2,8.0,20547.0,64247.0,0.47,9.0,rain
89.7,77.0,75.7,1.0,13.9,227.0,1008.2,73.3,6.2,5.0,20544.0,64208.0,0.5,9.0,rain
89.6,77.0,76.6,1.0,11.4,242.7,1008.2,58.8,6.3,6.0,20540.0,64169.0,0.54,9.0,rain
89.6,77.0,75.4,1.0,12.0,293.3,1008.6,79.2,6.2,4.0,20537.0,64130.0,0.57,9.0,rain
91.4,75.2,77.4,1.0,10.0,234.2,1008.5,80.8,6.2,8.0,20534.0,64091.0,0.6,9.0,rain
87.8,75.3,76.9,1.0,13.9,245.9,1008.1,69.8,5.9,7.0,20531.0,64053.0,0.64,9.0,rain
89.6,76.9,76.9,1.0,6.9,109.9,1007.7,82.3,5.9,5.0,20528.0,64014.0,0.67,9.0,rain
91.4,75.2,76.0,1.0,10.3,128.8,1007.9,50.8,6.2,6.0,20525.0,63976.0,0.7,9.0,rain
93.0,78.8,77.1,1.0,8.7,117.8,1008.2,57.5,5.9,7.0,20522.0,63938.0,0.73,9.0,rain
91.4,78.8,77.0,1.0,10.3,214.7,1007.7,63.6,5.9,8.0,20520.0,63900.0,0.75,9.0,rain
89.6,77.0,77.2,1.0,6.9,234.1,1008.5,71.4,5.7,9.0,20518.0,63863.0,0.8,9.0,rain
89.6,77.0,77.3,1.0,11.4,271.6,1009.2,64.5,5.7,4.0,20516.0,63825.0,0.83,10.0,rain
84.2,75.2,76.1,1.0,13.9,274.8,1009.7,82.3,5.6,5.0,20514.0,63788.0,0.86,10.0,rain
86.0,75.2,76.2,1.0,5.8,25.4,1008.7,58.1,6.1,6.0,20513.0,63752.0,0.89,10.0,rain
89.6,77.0,77.1,1.0,8.1,320.4,1007.0,72.8,5.7,5.0,20512.0,63715.0,0.93,10.0,rain
89.6,75.4,76.6,1.0,12.8,216.7,1005.8,79.4,5.3,3.0,20511.0,63679.0,0.96,10.0,rain
84.2,77.0,78.1,1.0,5.8,257.7,1004.7,82.7,5.2,5.0,20511.0,63644.0,0.0,10.0,rain
86.0,75.2,77.4,1.0,12.3,264.9,1004.1,73.3,5.3,7.0,20511.0,63609.0,0.03,10.0,rain
87.9,76.9,77.7,1.0,13.9,260.7,1004.6,69.8,6.2,6.0,20511.0,63574.0,0.06,10.0,rain
87.8,77.4,78.0,1.0,17.7,259.1,1006.4,69.9,6.2,6.0,20512.0,63540.0,0.1,10.0,rain
89.6,78.8,78.5,1.0,15.0,255.9,1005.9,61.8,6.3,6.0,20513.0,63506.0,0.13,10.0,rain
86.0,75.2,77.7,1.0,12.8,251.0,1005.3,71.6,5.7,3.0,20514.0,63473.0,0.17,10.0,rain
87.8,77.0,77.0,1.0,18.3,258.6,1005.0,85.7,5.6,5.0,20516.0,63441.0,0.2,10.0,rain
89.6,78.8,77.0,1.0,17.2,262.8,1004.0,69.0,6.5,5.0,20519.0,63409.0,0.25,10.0,rain
89.6,80.5,78.4,1.0,16.1,239.3,1005.3,74.5,6.2,7.0,20522.0,63377.0,0.27,10.0,rain
93.2,77.0,77.4,1.0,18.3,249.6,1006.5,65.1,6.1,5.0,20525.0,63346.0,0.31,10.0,rain
84.2,76.9,76.6,1.0,6.9,337.2,1007.8,88.9,5.6,4.0,20529.0,63316.0,0.34,10.0,rain
86.0,73.4,74.1,1.0,15.6,299.1,1008.5,75.6,6.2,8.0,20533.0,63286.0,0.38,10.0,rain
89.6,78.8,76.0,0.0,8.1,134.5,1009.8,47.9,6.5,5.0,20538.0,63257.0,0.41,10.0,partly-cloudy-day
91.4,78.8,77.2,1.0,10.3,128.2,1012.3,47.9,6.5,5.0,20543.0,63229.0,0.45,10.0,rain
89.4,77.0,77.7,1.0,9.2,158.8,1012.4,58.5,5.1,4.0,20549.0,63202.0,0.5,10.0,rain
89.6,77.0,75.8,1.0,9.2,132.3,1011.7,65.5,5.2,5.0,20556.0,63175.0,0.52,10.0,rain
89.6,77.0,76.6,1.0,7.9,100.3,1011.8,58.8,5.5,6.0,20563.0,63149.0,0.55,10.0,rain
93.2,75.2,75.7,1.0,11.4,152.3,1011.8,61.3,5.0,6.0,20571.0,63124.0,0.58,10.0,rain
91.4,75.2,76.4,1.0,10.0,323.2,1010.5,55.0,4.9,9.0,20579.0,63100.0,0.62,10.0,rain
87.8,75.2,75.9,1.0,6.7,23.6,1009.4,71.6,5.9,8.0,20588.0,63076.0,0.65,10.0,rain
89.5,77.0,72.1,1.0,10.3,15.8,1008.2,71.5,6.3,8.0,20597.0,63053.0,0.68,10.0,rain
84.2,75.2,74.3,1.0,10.3,326.4,1008.8,99.7,5.6,7.0,20607.0,63031.0,0.72,10.0,rain
91.3,75.2,73.2,1.0,10.3,133.1,1010.3,52.7,6.5,6.0,20618.0,63010.0,0.75,10.0,rain
95.0,78.8,76.1,1.0,10.3,111.9,1011.4,46.0,6.4,6.0,20630.0,62990.0,0.75,10.0,rain
91.4,77.0,75.9,1.0,10.3,86.9,1011.6,65.8,5.7,5.0,20642.0,62971.0,0.81,10.0,rain
91.4,77.0,75.9,1.0,14.0,88.5,1011.8,52.1,6.1,5.0,20654.0,62953.0,0.85,10.0,rain
93.2,77.0,76.4,1.0,10.0,99.3,1011.0,49.1,5.7,6.0,20668.0,62936.0,0.88,11.0,rain
93.2,77.0,74.1,1.0,9.2,98.4,1010.7,45.6,6.2,9.0,20682.0,62919.0,0.91,11.0,rain
93.2,77.0,73.6,1.0,6.9,121.9,1009.9,44.0,6.0,5.0,20697.0,62904.0,0.95,11.0,rain
93.2,77.0,72.6,1.0,11.2,119.7,1009.7,47.5,6.1,5.0,20712.0,62890.0,0.98,11.0,rain
91.4,77.0,74.8,1.0,11.4,114.0,1008.6,40.2,6.1,4.0,20728.0,62876.0,0.0,11.0,rain
93.2,77.0,74.7,1.0,9.2,116.9,1007.0,46.0,6.2,8.0,20745.0,62864.0,0.05,11.0,rain
92.9,77.0,76.1,1.0,9.2,116.6,1007.0,57.9,6.2,5.0,20762.0,62853.0,0.08,11.0,rain
93.2,78.8,74.8,1.0,13.9,116.4,1008.1,55.3,6.4,6.0,20780.0,62842.0,0.11,11.0,rain
89.3,77.0,75.2,1.0,5.8,41.1,1009.0,68.3,5.4,4.0,20799.0,62833.0,0.15,11.0,rain
91.4,77.0,73.8,1.0,9.2,32.6,1009.0,46.5,6.1,6.0,20819.0,62825.0,0.18,11.0,rain
87.8,77.0,75.0,1.0,8.1,44.2,1009.2,76.1,5.9,6.0,20839.0,62818.0,0.25,11.0,rain
93.2,75.2,75.8,1.0,9.2,58.8,1009.4,55.5,5.6,6.0,20859.0,62812.0,0.25,11.0,rain
91.4,77.0,75.1,1.0,13.9,111.3,1009.5,47.1,5.7,7.0,20881.0,62807.0,0.29,11.0,rain
86.0,77.0,75.5,1.0,6.9,90.3,1010.2,63.6,5.6,7.0,20903.0,62803.0,0.32,11.0,rain
89.6,75.2,75.2,1.0,9.2,103.7,1008.3,53.9,5.8,7.0,20926.0,62800.0,0.36,11.0,rain
89.6,77.0,75.2,1.0,9.2,85.7,1008.9,61.6,5.7,4.0,20949.0,62798.0,0.39,11.0,rain
93.2,77.0,76.8,1.0,8.1,76.3,1009.0,64.1,5.0,5.0,20973.0,62798.0,0.43,11.0,rain
89.6,77.0,76.4,1.0,8.1,95.9,1008.4,65.1,5.2,5.0,20997.0,62798.0,0.46,11.0,rain
91.4,77.0,76.2,1.0,9.2,314.7,1007.1,53.0,5.3,6.0,21022.0,62800.0,0.5,11.0,rain
87.8,77.0,77.2,1.0,10.3,315.1,1007.2,69.8,5.3,7.0,21048.0,62802.0,0.53,11.0,rain
91.4,75.2,75.2,1.0,6.9,103.9,1008.0,49.6,5.1,7.0,21074.0,62806.0,0.56,11.0,rain
89.3,78.8,76.0,1.0,15.0,104.3,1009.0,62.5,6.5,4.0,21101.0,62811.0,0.59,11.0,rain
91.4,75.5,75.6,1.0,4.7,31.8,1009.0,55.7,5.9,7.0,21128.0,62817.0,0.63,11.0,rain
92.9,75.2,73.2,1.0,8.1,61.0,1009.5,58.7,5.6,3.0,21156.0,62824.0,0.66,11.0,rain
89.6,77.0,72.1,1.0,8.5,43.8,1009.8,76.0,6.1,6.0,21184.0,62832.0,0.7,11.0,rain
89.6,75.2,69.5,1.0,12.8,26.6,1009.3,56.6,6.5,5.0,21212.0,62841.0,0.73,11.0,rain
82.4,77.0,69.8,1.0,13.9,23.3,1009.5,78.1,6.2,3.0,21241.0,62851.0,0.75,11.0,rain
87.8,75.2,73.3,1.0,8.1,4.8,1008.4,69.9,6.3,4.0,21271.0,62862.0,0.8,11.0,rain
86.0,76.9,76.5,1.0,7.5,66.9,1007.8,84.1,5.4,4.0,21300.0,62875.0,0.83,11.0,rain
84.2,77.0,75.5,1.0,12.8,94.0,1009.2,74.8,6.0,3.0,21331.0,62888.0,0.86,11.0,rain
87.8,75.2,70.8,1.0,9.2,42.1,1010.3,68.2,6.0,7.0,21361.0,62902.0,0.9,12.0,rain
87.6,71.6,66.0,0.0,7.3,20.9,1011.4,46.3,6.0,9.0,21392.0,62917.0,0.93,12.0,partly-cloudy-day
87.8,71.6,64.8,0.0,6.9,3.9,1012.8,42.8,6.4,8.0,21423.0,62933.0,0.96,12.0,partly-cloudy-day
87.8,69.8,68.8,0.0,7.7,5.5,1011.2,45.6,6.3,9.0,21517.0,62987.0,0.06,12.0,partly-cloudy-day
87.5,71.6,67.6,0.0,6.9,358.9,1011.8,48.6,6.2,9.0,21549.0,63007.0,0.1,12.0,partly-cloudy-day
89.6,69.8,67.8,0.0,5.8,30.4,1012.0,51.6,5.4,9.0,21581.0,63028.0,0.13,12.0,partly-cloudy-day
87.8,77.0,72.0,1.0,6.9,10.5,1012.3,74.9,5.6,6.0,21613.0,63049.0,0.16,12.0,rain
91.4,71.6,64.9,0.0,6.7,58.0,1012.0,37.4,5.6,9.0,21644.0,63071.0,0.2,12.0,partly-cloudy-day
89.6,73.4,68.5,0.0,6.9,317.2,1012.3,51.9,5.7,9.0,21676.0,63094.0,0.25,12.0,partly-cloudy-day
89.6,73.4,71.6,0.0,8.1,304.0,1011.4,51.2,5.6,8.0,21708.0,63118.0,0.27,12.0,partly-cloudy-day
91.4,73.4,67.6,0.0,10.3,49.4,1010.8,68.0,6.3,8.0,21740.0,63143.0,0.3,12.0,partly-cloudy-day
89.6,73.4,68.7,0.0,6.9,58.2,1009.4,59.8,6.5,8.0,21772.0,63168.0,0.33,12.0,partly-cloudy-day
93.2,75.2,70.8,0.0,6.9,55.8,1009.0,58.4,6.3,8.0,21804.0,63194.0,0.37,12.0,partly-cloudy-day
89.6,78.8,75.1,1.0,5.8,146.9,1009.5,63.2,5.3,8.0,21835.0,63221.0,0.4,12.0,rain
89.6,77.0,73.3,1.0,6.9,86.9,1009.7,51.0,6.2,8.0,21867.0,63248.0,0.43,12.0,rain
91.4,73.4,65.8,0.0,11.4,29.4,1009.5,53.0,5.9,7.0,21898.0,63276.0,0.47,12.0,partly-cloudy-day
87.8,75.2,62.8,0.0,13.3,358.2,1009.7,68.4,6.1,7.0,21929.0,63304.0,0.5,12.0,partly-cloudy-day
87.8,73.4,67.5,0.0,9.2,338.8,1011.8,59.4,6.5,8.0,21959.0,63333.0,0.53,12.0,partly-cloudy-day
91.1,73.6,72.2,0.0,9.2,142.4,1012.0,57.7,5.9,8.0,21989.0,63363.0,0.57,12.0,partly-cloudy-day
87.8,76.9,74.4,1.0,8.7,104.2,1011.4,66.5,5.7,6.0,22019.0,63393.0,0.6,12.0,rain
89.6,77.0,72.9,1.0,9.2,93.3,1011.0,63.2,5.2,4.0,22049.0,63423.0,0.64,12.0,rain
89.6,73.4,72.2,0.0,12.4,53.3,1011.1,57.5,5.6,8.0,22078.0,63454.0,0.67,12.0,partly-cloudy-day
91.4,73.4,71.6,0.0,11.0,99.5,1011.8,52.6,5.5,9.0,22106.0,63485.0,0.71,12.0,partly-cloudy-day
89.6,75.2,73.0,0.0,6.9,264.1,1012.5,68.4,6.1,9.0,22134.0,63516.0,0.74,12.0,partly-cloudy-day
91.4,75.2,74.4,1.0,9.2,139.6,1012.9,60.1,5.3,9.0,22162.0,63548.0,0.75,12.0,rain
87.8,74.3,74.6,1.0,8.1,59.1,1012.3,69.3,5.4,8.0,22189.0,63580.0,0.81,12.0,rain
89.6,75.2,72.3,0.0,10.3,39.5,1012.2,69.2,5.8,8.0,22215.0,63612.0,0.84,12.0,partly-cloudy-day
91.4,75.2,66.3,0.0,11.4,49.3,1013.3,49.1,6.5,8.0,22241.0,63644.0,0.88,12.0,partly-cloudy-day
91.1,73.4,63.8,0.0,9.2,43.5,1013.2,41.2,6.5,8.0,22266.0,63677.0,0.91,12.0,partly-cloudy-day
91.4,73.4,64.8,0.0,9.2,73.4,1013.0,44.6,6.5,6.0,22290.0,63709.0,0.95,1.0,partly-cloudy-day
90.8,73.4,68.3,0.0,9.2,85.3,1012.3,47.9,6.3,8.0,22314.0,63742.0,0.98,1.0,partly-cloudy-day
89.6,75.3,69.4,0.0,8.1,39.6,1011.4,49.6,6.2,6.0,22337.0,63775.0,0.0,1.0,partly-cloudy-day
89.6,75.2,72.1,1.0,8.1,121.5,1011.5,48.3,5.7,8.0,22359.0,63807.0,0.05,1.0,rain
89.6,75.2,71.6,0.0,6.7,117.9,1011.5,56.3,6.2,8.0,22381.0,63840.0,0.08,1.0,partly-cloudy-day
87.8,75.3,73.0,0.0,5.8,149.6,1011.8,66.4,5.5,7.0,22401.0,63873.0,0.11,1.0,partly-cloudy-day
91.4,78.7,71.8,0.0,11.4,128.9,1012.2,63.6,5.8,9.0,22421.0,63906.0,0.15,1.0,partly-cloudy-day
91.4,75.2,69.9,1.0,8.1,162.3,1012.1,48.0,5.9,9.0,22440.0,63938.0,0.18,1.0,rain
91.2,73.4,69.9,0.0,11.4,107.8,1011.1,47.3,6.4,9.0,22458.0,63971.0,0.21,1.0,partly-cloudy-day
89.6,77.0,71.3,0.0,9.5,121.8,1011.7,60.2,5.8,9.0,22475.0,64003.0,0.25,1.0,partly-cloudy-day
93.2,75.2,68.0,0.0,10.2,108.8,1012.6,44.9,6.3,8.0,22492.0,64035.0,0.28,1.0,partly-cloudy-day
89.6,71.6,64.6,0.0,9.2,116.6,1013.1,37.9,6.5,8.0,22507.0,64067.0,0.31,1.0,partly-cloudy-day
86.0,69.8,66.8,0.0,9.2,181.6,1013.2,38.8,5.7,8.0,22521.0,64098.0,0.34,1.0,partly-cloudy-day
91.4,71.8,64.3,0.0,10.3,94.9,1013.3,59.3,6.1,8.0,22535.0,64129.0,0.38,1.0,partly-cloudy-day
93.2,69.8,66.0,0.0,9.2,144.2,1012.6,48.4,5.7,8.0,22547.0,64160.0,0.41,1.0,partly-cloudy-day
91.4,71.6,65.3,0.0,10.3,121.2,1012.4,29.0,6.3,8.0,22559.0,64191.0,0.44,1.0,partly-cloudy-day
89.6,75.2,67.6,0.0,6.9,111.4,1012.5,57.9,5.8,8.0,22569.0,64221.0,0.47,1.0,partly-cloudy-day
91.4,73.4,68.5,0.0,11.4,143.7,1011.6,44.0,6.0,8.0,22579.0,64251.0,0.5,1.0,partly-cloudy-day
89.2,75.2,68.3,0.0,11.4,217.5,1010.5,46.5,6.1,8.0,22587.0,64280.0,0.54,1.0,partly-cloudy-day
89.6,73.4,68.2,0.0,9.2,192.0,1010.3,43.4,5.6,8.0,22595.0,64309.0,0.58,1.0,partly-cloudy-day
92.6,73.3,67.8,0.0,13.9,167.1,1010.7,48.9,5.9,8.0,22601.0,64338.0,0.61,1.0,partly-cloudy-day
92.6,73.4,68.6,0.0,13.4,150.5,1009.6,42.9,6.2,8.0,22606.0,64366.0,0.65,1.0,partly-cloudy-day
91.4,76.8,70.9,0.0,10.3,151.8,1009.8,61.2,6.5,8.0,22611.0,64393.0,0.68,1.0,partly-cloudy-day
91.4,76.8,72.2,0.0,11.4,170.2,1009.6,47.7,6.0,8.0,22614.0,64420.0,0.72,1.0,partly-cloudy-day
87.8,76.9,72.6,0.0,11.4,152.5,1009.9,51.0,6.2,7.0,22616.0,64447.0,0.75,1.0,partly-cloudy-day
91.4,75.2,72.5,0.0,11.2,130.3,1010.2,46.4,5.6,8.0,22617.0,64473.0,0.79,1.0,partly-cloudy-day
95.0,75.1,70.5,0.0,12.8,196.6,1009.7,40.7,5.0,9.0,22617.0,64498.0,0.82,1.0,partly-cloudy-day
91.4,75.1,71.2,0.0,8.1,269.9,1010.2,45.8,5.8,8.0,22616.0,64523.0,0.86,1.0,partly-cloudy-day
91.4,76.9,73.6,0.0,9.2,210.8,1009.8,57.7,5.9,8.0,22614.0,64548.0,0.89,1.0,partly-cloudy-day
89.6,78.6,72.7,0.0,15.0,159.3,1010.3,56.4,6.2,8.0,22611.0,64571.0,0.93,1.0,partly-cloudy-day
93.2,76.9,68.5,0.0,13.9,137.2,1009.9,39.9,6.4,8.0,22607.0,64594.0,0.96,1.0,partly-cloudy-day
95.0,76.9,67.6,1.0,11.4,130.5,1010.2,35.8,6.5,9.0,22602.0,64617.0,0.0,2.0,rain
95.0,75.2,66.7,0.0,12.8,136.2,1010.8,30.9,6.5,9.0,22596.0,64639.0,0.03,2.0,partly-cloudy-day
96.8,75.2,69.1,0.0,12.4,130.2,1010.6,38.2,6.5,8.0,22589.0,64660.0,0.06,2.0,partly-cloudy-day
95.0,75.2,70.1,1.0,8.7,109.3,1010.0,53.0,6.3,8.0,22581.0,64680.0,0.1,2.0,rain
95.0,75.2,67.4,0.0,9.2,70.8,1010.4,43.4,6.5,7.0,22571.0,64700.0,0.13,2.0,partly-cloudy-day
91.4,73.4,65.5,1.0,12.0,66.5,1011.0,55.4,6.5,8.0,22561.0,64720.0,0.16,2.0,rain
94.5,75.2,68.7,1.0,11.4,128.2,1010.5,48.9,6.5,8.0,22550.0,64738.0,0.19,2.0,rain
91.4,80.4,69.5,1.0,11.0,124.1,1010.4,44.1,6.2,6.0,22538.0,64757.0,0.25,2.0,rain
95.0,75.2,68.7,0.0,11.4,128.4,1010.3,49.4,6.3,8.0,22525.0,64774.0,0.26,2.0,partly-cloudy-day
95.0,77.0,67.9,1.0,12.8,112.9,1009.5,47.9,6.3,8.0,22510.0,64791.0,0.29,2.0,rain
91.4,77.0,70.2,1.0,12.4,118.9,1008.9,48.5,6.2,8.0,22495.0,64807.0,0.32,2.0,rain
96.2,77.0,67.8,0.0,9.7,100.4,1008.1,39.6,6.1,7.0,22479.0,64822.0,0.35,2.0,partly-cloudy-day
91.3,77.0,69.2,0.0,11.4,121.0,1007.4,44.9,6.2,6.0,22463.0,64837.0,0.39,2.0,partly-cloudy-day
94.8,78.7,71.0,1.0,11.4,116.6,1007.8,51.8,6.1,8.0,22445.0,64852.0,0.42,2.0,rain
93.2,77.0,70.4,0.0,17.2,122.8,1008.6,49.7,6.1,8.0,22426.0,64865.0,0.45,2.0,partly-cloudy-day
93.2,78.8,69.4,0.0,13.0,137.0,1008.0,52.8,6.5,9.0,22407.0,64878.0,0.5,2.0,partly-cloudy-day
91.4,78.6,71.4,0.0,15.0,148.9,1007.9,40.2,6.5,9.0,22386.0,64891.0,0.52,2.0,partly-cloudy-day
93.2,78.6,71.6,0.0,11.4,146.5,1008.7,32.5,6.3,9.0,22365.0,64903.0,0.55,2.0,partly-cloudy-day
